cocktail1,cocktail1freq,cocktail2,cocktail2freq,cocktail3,cocktail3freq,cocktail4,cocktail4freq,cocktail5,cocktail5freq
,,,,,,next cocktail,1.0,catch cocktail,1
,,,,,,bisqu cocktail,1.0,cocktail partner,1
,,,,,,cocktail mediocr,1.0,number cocktail,1
,,,,,,cocktail ero,1.0,cocktail georg,1
,,,,,,cocktail polenta,1.0,cocktail german,1
,,,,,,cocktail root,1.0,cocktail initi,1
,,,,,,soda cocktail,1.0,notaddging notaddcocktail,1
,,,,,,haze cocktail,1.0,cocktail blacken,1
,,,,,,cocktail mouth,1.0,cocktail paint,1
,,,,,,ventur cocktail,1.0,cocktail drunken,1
,,,,,,frequent cocktail,1.0,gentleman cocktail,1
,,,,,,cocktail beet,1.0,cocktail kitchen,1
,,,,,,unpretenti cocktail,1.0,notch cocktail,1
,,,,,,notaddpr cocktail,1.0,appli cocktail,1
,,,,,,cocktail unexpect,1.0,greet cocktail,1
,,,,,,cocktail fuel,1.0,notaddcocktail innov,1
,,,,,,within cocktail,1.0,sarah cocktail,1
,,,,,,cocktail budget,1.0,cocktail sat,1
,,,,,,notic cocktail,1.0,cocktail stella,1
,,,,,,notaddback cocktail,1.0,cocktail xpresso,1
,,,,,,cocktail naomi,1.0,herb cocktail,1
,,,,,,cocktail peach,1.0,cocktail yelper,1
,,,,,,understand cocktail,1.0,airport cocktail,1
,,,,,,cocktail superhero,1.0,cocktail bathroom,1
,,,,,,like notaddcocktail,1.0,wrap cocktail,1
,,,,,,notaddcocktail peopl,1.0,cocktail guna,1
,,,,,,cocktail mark,1.0,cocktail milkshak,1
,,,,,,cocktail nevertheless,1.0,cocktail unbeliev,1
,,,,,,okay cocktail,1.0,cocktail delilah,1
,,,,,,cocktail versus,1.0,cocktail thingi,1
,,,,,,meet cocktail,1.0,cocktail cranberri,1
,,,,,,notaddregular notaddcocktail,1.0,eleven cocktail,1
,,,,,,notaddcocktail notaddth,1.0,sidecar cocktail,1
,,,,,,cocktail pepino,1.0,cocktail yelp,1
,,,,,,cocktail someth,1.0,christin cocktail,1
,,,,,,outdoor cocktail,1.0,earth cocktail,1
,,,,,,claw cocktail,1.0,flow cocktail,1
,,,,,,cocktail realiz,1.0,cocktail loud,1
,,,,,,cocktail midnight,1.0,artist cocktail,1
,,,,,,modern cocktail,1.0,cocktail store,1
,,,,,,imbib cocktail,1.0,fork cocktail,1
,,,,,,someth cocktail,1.0,cocktail notaddfork,1
,,,,,,son cocktail,1.0,patio cocktail,1
,,,,,,buzz cocktail,1.0,cocktail peachi,1
,,,,,,bewar cocktail,1.0,live cocktail,1
,,,,,,cocktail american,1.0,notaddalthough cocktail,1
,,,,,,load cocktail,1.0,peni cocktail,1
,,,,,,notaddcocktail notaddwer,1.0,cocktail matt,1
,,,,,,cocktail destin,1.0,ey cocktail,1
,,,,,,cocktail attract,1.0,amen cocktail,1
,,,,,,satisfi cocktail,1.0,cocktail hip,1
,,,,,,cocktail help,1.0,tostada cocktail,1
,,,,,,group cocktail,1.0,ginorm cocktail,1
,,,,,,cocktail slight,1.0,select notaddcocktail,1
,,,,,,swallow cocktail,1.0,notaddcocktail tender,1
,,,,,,orlean cocktail,1.0,cocktail elderflow,1
,,,,,,notaddry notaddcocktail,1.0,split cocktail,1
,,,,,,notaddcocktail second,1.0,declin cocktail,1
,,,,,,cocktail notaddhappi,1.0,cocktail brigitt,1
,,,,,,cocktail notaddkind,1.0,flex cocktail,1
,,,,,,slider cocktail,1.0,cocktail freemont,1
,,,,,,cocktail den,1.0,rancher cocktail,1
,,,,,,notaddcocktail notaddkinda,1.0,butcher cocktail,1
,,,,,,cocktail his,1.0,amaro cocktail,1
,,,,,,notaddstandard notaddcocktail,1.0,nostalg cocktail,1
,,,,,,notaddcocktail air,1.0,cocktail hallucinogen,1
,,,,,,notaddcocktail said,1.0,cocktail husban,1
,,,,,,cocktail urban,1.0,read cocktail,1
,,,,,,dozen cocktail,1.0,notaddexpens notaddcocktail,1
,,,,,,cocktail bellini,1.0,notaddcocktail notaddstart,1
,,,,,,splurg cocktail,1.0,almost cocktail,1
,,,,,,poor cocktail,1.0,cocktail weather,1
,,,,,,pick cocktail,1.0,boucheon cocktail,1
,,,,,,cocktail pisco,1.0,sparkler cocktail,1
,,,,,,jones cocktail,1.0,generic cocktail,1
,,,,,,injuri cocktail,1.0,cocktail rock,1
,,,,,,skimpi cocktail,1.0,cocktail dive,1
,,,,,,cocktail hefti,1.0,cocain cocktail,1
,,,,,,cocktail souvenir,1.0,cocktail jayven,1
,,,,,,suppos cocktail,1.0,cocktail legal,1
,,,,,,cocktail westsid,1.0,notaddcocktail notaddconcoct,1
,,,,,,lake cocktail,1.0,cocktail trevor,1
,,,,,,movi cocktail,1.0,notaddcocktail plus,1
,,,,,,cocktail soft,1.0,behind cocktail,1
,,,,,,drinker cocktail,1.0,notaddcocktail notaddeven,1
,,,,,,cocktail ramo,1.0,seven cocktail,1
,,,,,,mudslid cocktail,1.0,cocktail yass,1
,,,,,,impromptu cocktail,1.0,notaddcom notaddcocktail,1
,,,,,,busboy cocktail,1.0,notaddcocktail true,1
,,,,,,tablesid cocktail,1.0,cocktail bowl,1
,,,,,,nightclub cocktail,1.0,soliel cocktail,1
,,,,,,cocktail chip,1.0,cocktail pastri,1
,,,,,,happi cocktail,1.0,cocktail system,1
,,,,,,prosecco cocktail,1.0,cocktail lemoni,1
,,,,,,cocktail mussel,1.0,mine cocktail,1
,,,,,,bright cocktail,1.0,cocktail case,1
,,,,,,cocktail enlighten,1.0,cocktail busboy,1
,,,,,,notaddcocktail book,1.0,hair cocktail,1
,,,,,,book cocktail,1.0,notaddbellini notaddcocktail,1
,,,,,,notaddit cocktail,1.0,notaddcocktail everyth,1
,,,,,,order notaddcocktail,1.0,cocktail standbi,1
,,,,,,notaddcocktail appreci,1.0,cocktail singapor,1
,,,,,,notaddcocktail notaddfix,1.0,racket cocktail,1
,,,,,,partak cocktail,1.0,cocktail knock,1
,,,,,,drank cocktail,1.0,alongsid cocktail,1
,,,,,,cocktail fast,1.0,mustard cocktail,1
,,,,,,notaddcr notaddcocktail,1.0,stori cocktail,1
,,,,,,want notaddcocktail,1.0,dart cocktail,1
,,,,,,cocktail con,1.0,cocktail notaddshit,1
,,,,,,rickey cocktail,1.0,acces cocktail,1
,,,,,,trendi cocktail,1.0,nerd cocktail,1
,,,,,,cocktail saute,1.0,notaddcocktail love,1
,,,,,,cocktail meant,1.0,notaddcocktail tell,1
,,,,,,notaddcocktail notaddladi,1.0,cocktail prick,1
,,,,,,bahamarita cocktail,1.0,notaddoth notaddcocktail,1
,,,,,,notaddmost notaddcocktail,1.0,afterward cocktail,1
,,,,,,notaddcocktail notaddbc,1.0,right cocktail,1
,,,,,,notaddcocktail notaddbesid,1.0,sold cocktail,1
,,,,,,lucki cocktail,1.0,nicest cocktail,1
,,,,,,notaddcocktail martini,1.0,hold cocktail,1
,,,,,,could cocktail,1.0,cocktail max,1
,,,,,,word cocktail,1.0,clean cocktail,1
,,,,,,notaddfac cocktail,1.0,cocktail bridgett,1
,,,,,,cocktail mixologist,1.0,cutesi cocktail,1
,,,,,,cocktail wynn,1.0,cocktail speed,1
,,,,,,notaddwhich notaddcocktail,1.0,kum cocktail,1
,,,,,,notaddcocktail seem,1.0,cocktail compris,1
,,,,,,cocktail numb,1.0,notaddmuseum cocktail,1
,,,,,,cocktail alcohoilc,1.0,instead cocktail,1
,,,,,,yum cocktail,1.0,cocktail text,1
,,,,,,yard cocktail,1.0,hotter cocktail,1
,,,,,,cocktail boneless,1.0,spritz cocktail,1
,,,,,,cocktail caramel,1.0,summer cocktail,1
,,,,,,notaddwhiskey notaddcocktail,1.0,condit cocktail,1
,,,,,,notaddwhi cocktail,1.0,cocktail indoor,1
,,,,,,notaddcocktail notaddflow,1.0,cocktail warn,1
,,,,,,predinn cocktail,1.0,cocktail citrus,1
,,,,,,product cocktail,1.0,cocktail fruit,1
,,,,,,notaddr notaddcocktail,1.0,cocktail punish,1
,,,,,,divid cocktail,1.0,notadddrink notaddcocktail,1
,,,,,,cocktail era,1.0,notaddcocktail watch,1
,,,,,,hop cocktail,1.0,tight cocktail,1
,,,,,,cocktail dirti,1.0,cocktail moment,1
,,,,,,cocktail bare,1.0,cocktail coppefield,1
,,,,,,cocktail wander,1.0,vinegar cocktail,1
,,,,,,notaddcocktail notaddaft,1.0,liberti cocktail,1
,,,,,,cocktail sexi,1.0,cocktail bouchon,1
,,,,,,eclect cocktail,1.0,notaddcocktail notaddsinc,1
,,,,,,cocktail aplenti,1.0,booth cocktail,1
,,,,,,louie cocktail,1.0,cocktail cheer,1
,,,,,,einen cocktail,1.0,cocktail ventur,1
,,,,,,cocktail oder,1.0,cocktail golden,1
,,,,,,punish cocktail,1.0,cocktail mignonett,1
,,,,,,notaddcocktail enjoy,1.0,reviv cocktail,1
,,,,,,cocktail whale,1.0,commonwealth cocktail,1
,,,,,,jade cocktail,1.0,add cocktail,1
,,,,,,boozi cocktail,1.0,blanc cocktail,1
,,,,,,licious cocktail,1.0,wife cocktail,1
,,,,,,notaddstrong notaddcocktail,1.0,notaddcocktail complaint,1
,,,,,,notaddcocktail notadddeceiv,1.0,slate cocktail,1
,,,,,,cocktail mission,1.0,nathan cocktail,1
,,,,,,notaddcocktail sure,1.0,cocktail par,1
,,,,,,buddha cocktail,1.0,cocktail profession,1
,,,,,,realiz cocktail,1.0,cocktail major,1
,,,,,,blush cocktail,1.0,suicid cocktail,1
,,,,,,hip cocktail,1.0,cocktail savori,1
,,,,,,entir cocktail,1.0,notaddcocktail atmospher,1
,,,,,,notaddservic cocktail,1.0,cocktail hint,1
,,,,,,cocktail mocktail,1.0,cocktail hire,1
,,,,,,notaddcocktail notaddyet,1.0,notaddcocktail footbal,1
,,,,,,island cocktail,1.0,vanguard cocktail,1
,,,,,,cocktail concoct,1.0,notaddfun notaddcocktail,1
,,,,,,waterfal cocktail,1.0,cocktail taken,1
,,,,,,arriv cocktail,1.0,eclectic cocktail,1
,,,,,,cocktail tab,1.0,weekday cocktail,1
,,,,,,casino cocktail,1.0,individu cocktail,1
,,,,,,cocktail menus,1.0,cocktail theme,1
,,,,,,cocktail henc,1.0,tint cocktail,1
,,,,,,sole cocktail,1.0,ici cocktail,1
,,,,,,cocktail entre,1.0,notaddhi notaddcocktail,1
,,,,,,cocktail alon,1.0,notaddcocktail wheeeeeeeeeeee,1
,,,,,,notaddcocktail except,1.0,luau cocktail,1
,,,,,,notaddcocktail notaddroom,1.0,cocktail skimp,1
,,,,,,perus cocktail,1.0,southwest cocktail,1
,,,,,,reform cocktail,1.0,notaddhaha cocktail,1
,,,,,,ambianc cocktail,1.0,notaddth cocktail,1
,,,,,,cocktail packer,1.0,sunris cocktail,1
,,,,,,cocktail reisl,1.0,cocktail baccarat,1
,,,,,,sin cocktail,1.0,cocktail offici,1
,,,,,,still cocktail,1.0,sort cocktail,1
,,,,,,yah cocktail,1.0,notaddcocktail decent,1
,,,,,,cocktail mistak,1.0,notaddcocktail bad,1
,,,,,,crisp cocktail,1.0,sprite cocktail,1
,,,,,,lime cocktail,1.0,cocktail quip,1
,,,,,,monkey cocktail,1.0,cocktail modest,1
,,,,,,cocktail sls,1.0,sage cocktail,1
,,,,,,rental cocktail,1.0,notaddcrab notaddcocktail,1
,,,,,,notaddcocktail notaddappet,1.0,notaddcocktail want,1
,,,,,,blame cocktail,1.0,cocktail liquid,1
,,,,,,tiramisu cocktail,1.0,cocktail upstair,1
,,,,,,cocktail gorgeous,1.0,boxcar cocktail,1
,,,,,,scoobiedoo cocktail,1.0,bowl cocktail,1
,,,,,,desk cocktail,1.0,cocktail rec,1
,,,,,,cocktail fyi,1.0,cocktail kicker,1
,,,,,,cocktail krave,1.0,notaddway cocktail,1
,,,,,,heck cocktail,1.0,seem cocktail,1
,,,,,,cocktail casino,1.0,cocktail mezcal,1
,,,,,,cocktail bloodi,1.0,laughter cocktail,1
,,,,,,cocktail sooooo,1.0,cocktail heartfelt,1
,,,,,,salad cocktail,1.0,notaddcocktail one,1
,,,,,,weeknight cocktail,1.0,cocktail satisfi,1
,,,,,,cocktail grill,1.0,joke cocktail,1
,,,,,,notadddessert cocktail,1.0,czar cocktail,1
,,,,,,notaddf notaddcocktail,1.0,notaddpr cocktail,1
,,,,,,romant cocktail,1.0,yummmmm cocktail,1
,,,,,,cocktail sweeti,1.0,honour cocktail,1
,,,,,,cocktail extens,1.0,cocktail speech,1
,,,,,,cocktail boubon,1.0,katsuya cocktail,1
,,,,,,makeov cocktail,1.0,cocktail grub,1
,,,,,,cocktail upon,1.0,cocktail sick,1
,,,,,,beer concocktail,1.0,cocktail sunday,1
,,,,,,concocktail drink,1.0,cocktail indian,1
,,,,,,reflect cocktail,1.0,notaddlat cocktail,1
,,,,,,base notaddcocktail,1.0,notaddcocktail notaddwer,1
,,,,,,notaddcocktail notaddw,1.0,lime cocktail,1
,,,,,,stick cocktail,1.0,cocktail conveni,1
,,,,,,notkey cocktail,1.0,grati cocktail,1
,,,,,,cocktail coat,1.0,cocktail sublim,1
,,,,,,cocktail wifey,1.0,bday cocktail,1
,,,,,,cocktail famous,1.0,cruis cocktail,1
,,,,,,notch cocktail,1.0,lump cocktail,1
,,,,,,cocktail instea,1.0,casa cocktail,1
,,,,,,cocktail fondu,1.0,cocktail okay,1
,,,,,,ashton cocktail,1.0,deliveri cocktail,1
,,,,,,notaddcocktail bartend,1.0,notaddcocktail favourit,1
,,,,,,cocktail notaddfru,1.0,cocktail unreal,1
,,,,,,cocktail honey,1.0,cocktail ling,1
,,,,,,cocktail roof,1.0,nectar cocktail,1
,,,,,,away cocktail,1.0,cocktail casa,1
,,,,,,world cocktail,1.0,vida cocktail,1
,,,,,,cocktail entic,1.0,later cocktail,1
,,,,,,non cocktail,1.0,不過蠔同shrimp cocktail都好味,1
,,,,,,cocktail unwind,1.0,cocktail都好味 個sauce簡直系畫龍點睛,1
,,,,,,cocktail pool,1.0,chat cocktail,1
,,,,,,deduct cocktail,1.0,danger cocktail,1
,,,,,,upscal cocktail,1.0,cocktail parlour,1
,,,,,,cocktail plenti,1.0,cocktail chines,1
,,,,,,modifi cocktail,1.0,cocktail stare,1
,,,,,,sophist cocktail,1.0,cocktail natch,1
,,,,,,cocktail pub,1.0,notaddcocktail notaddmain,1
,,,,,,notaddend notaddcocktail,1.0,knew cocktail,1
,,,,,,notaddcocktail notaddestablish,1.0,cocktail worng,1
,,,,,,cocktail creation,1.0,cocktail scorpion,1
,,,,,,thursday cocktail,1.0,hakkasan cocktail,1
,,,,,,cocktail yet,1.0,cocktail secret,1
,,,,,,insid cocktail,1.0,lifter cocktail,1
,,,,,,cocktail plump,1.0,system cocktail,1
,,,,,,cocktail threw,1.0,notaddcocktail notaddspeci,1
,,,,,,ca cocktail,1.0,palm cocktail,1
,,,,,,bella cocktail,1.0,roast cocktail,1
,,,,,,hawaiian cocktail,1.0,cocktail slow,1
,,,,,,cocktail zzzzzzzzzzzzz,1.0,cocktail strawpeno,1
,,,,,,vintag cocktail,1.0,cocktail virgin,1
,,,,,,cocktail restaur,1.0,cocktail fruttier,1
,,,,,,cocktail doubl,1.0,briney cocktail,1
,,,,,,budda cocktail,1.0,cocktail pleasant,1
,,,,,,cocktail kiwi,1.0,notaddwithout notaddcocktail,1
,,,,,,cocktail kudo,1.0,cocktail diner,1
,,,,,,deliv cocktail,1.0,cocktail bravo,1
,,,,,,cocktail appropri,1.0,molli cocktail,1
,,,,,,fail cocktail,1.0,cocktail meati,1
,,,,,,bonus cocktail,1.0,record cocktail,1
,,,,,,chose cocktail,1.0,cocktail slurpe,1
,,,,,,cocktail gave,1.0,unbeliev cocktail,1
,,,,,,moli cocktail,1.0,direct cocktail,1
,,,,,,men cocktail,1.0,cocktail appar,1
,,,,,,cocktail water,1.0,cocktail poker,1
,,,,,,cocktail adam,1.0,notaddboth notaddcocktail,1
,,,,,,cocktail patienc,1.0,notaddcocktail server,1
,,,,,,cocktail stick,1.0,cocktail friday,1
,,,,,,cocktail seafood,1.0,open cocktail,1
,,,,,,cocktail packag,1.0,water notaddcocktail,1
,,,,,,alright cocktail,1.0,notaddcocktail notaddof,1
,,,,,,cocktail wing,1.0,expect notaddcocktail,1
,,,,,,boston cocktail,1.0,notaddcocktail notaddservic,1
,,,,,,swoop cocktail,1.0,fusion cocktail,1
,,,,,,cocktail chicago,1.0,cocktail polynesian,1
,,,,,,cocktail notaddhug,1.0,brazilian cocktail,1
,,,,,,cocktail deck,1.0,cocktail soooooo,1
,,,,,,cocktail cocoa,1.0,notaddsom notaddcocktail,1
,,,,,,disput cocktail,1.0,cocktail glorious,1
,,,,,,cocktail bc,1.0,ballerina cocktail,1
,,,,,,cocktail approach,1.0,odditi cocktail,1
,,,,,,cocktail pre,1.0,cocktail shellfi,1
,,,,,,cocktail win,1.0,cocktail immedi,1
,,,,,,cocktail parka,1.0,pub cocktail,1
,,,,,,notaddsignatur notaddcocktail,1.0,cocktail notaddbig,1
,,,,,,notaddcocktail notaddd,1.0,cocktail exagger,1
,,,,,,delect cocktail,1.0,cocktail pass,1
,,,,,,notaddwat cocktail,1.0,cocktail andrea,1
,,,,,,assort cocktail,1.0,cranberri cocktail,1
,,,,,,cocktail shake,1.0,le cocktail,1
,,,,,,cocktail db,1.0,cocktail san,1
,,,,,,cocktail man,1.0,cocktail caesar,1
,,,,,,jazzi cocktail,1.0,custard cocktail,1
,,,,,,cocktail din,1.0,proper cocktail,1
,,,,,,dawn cocktail,1.0,cocktail notaddcreami,1
,,,,,,notaddcocktail notaddalon,1.0,cocktail fit,1
,,,,,,pineappl cocktail,1.0,cocktail sun,1
,,,,,,cocktail consid,1.0,combin cocktail,1
,,,,,,witchdoctor cocktail,1.0,tuna cocktail,1
,,,,,,multipl cocktail,1.0,cocktail boozi,1
,,,,,,flower cocktail,1.0,speedway cocktail,1
,,,,,,cocktail ribey,1.0,cocktail authent,1
,,,,,,husband cocktail,1.0,meanest cocktail,1
,,,,,,notaddtast cocktail,1.0,cocktail bart,1
,,,,,,cocktail queso,1.0,cocktail gold,1
,,,,,,cocktail salmon,1.0,brunett cocktail,1
,,,,,,addict cocktail,1.0,cocktail achill,1
,,,,,,cocktail sport,1.0,cocktail nikki,1
,,,,,,notaddbor cocktail,1.0,cocktail bachelor,1
,,,,,,cocktail oxtail,1.0,occas cocktail,1
,,,,,,notaddmarket notaddcocktail,1.0,bamboozl cocktail,1
,,,,,,notaddmix notaddcocktail,1.0,sherri cocktail,1
,,,,,,retro cocktail,1.0,heat cocktail,1
,,,,,,depend cocktail,1.0,bellini cocktail,1
,,,,,,bone cocktail,1.0,margarita cocktail,1
,,,,,,cocktail volstard,1.0,cocktail dum,1
,,,,,,cocktail btw,1.0,cocktail rariti,1
,,,,,,notaddsingl notaddcocktail,1.0,notaddget cocktail,1
,,,,,,whether cocktail,1.0,cocktail port,1
,,,,,,unsatisfactori cocktail,1.0,cocktail handmad,1
,,,,,,cocktail forewarn,1.0,cocktail wise,1
,,,,,,cocktail satisfact,1.0,stock cocktail,1
,,,,,,hightop cocktail,1.0,anywher cocktail,1
,,,,,,cocktail jason,1.0,either cocktail,1
,,,,,,notaddjust notaddcocktail,1.0,notaddcocktail heard,1
,,,,,,cocktail cloy,1.0,brew cocktail,1
,,,,,,inspir cocktail,1.0,welcom cocktail,1
,,,,,,cocktail luau,1.0,cocktail appropri,1
,,,,,,notaddtast notaddcocktail,1.0,skinni cocktail,1
,,,,,,notaddcocktail creep,1.0,crowd cocktail,1
,,,,,,cocktail continu,1.0,cocktail hakka,1
,,,,,,towel cocktail,1.0,cocktail everyday,1
,,,,,,mmmm cocktail,1.0,modifi cocktail,1
,,,,,,cocktail sparkl,1.0,next cocktail,1
,,,,,,libat cocktail,1.0,cocktail whip,1
,,,,,,cocktail harvest,1.0,glorious cocktail,1
,,,,,,cocktail monkey,1.0,blowfish cocktail,1
,,,,,,cocktail odd,1.0,cocktail effervesc,1
,,,,,,cocktail taquito,1.0,drizzl cocktail,1
,,,,,,soak cocktail,1.0,jasmin cocktail,1
,,,,,,latest cocktail,1.0,cocktail flair,1
,,,,,,gentl cocktail,1.0,cocktail step,1
,,,,,,cocktail purchas,1.0,cocktail gave,1
,,,,,,cocktail notaddmuch,1.0,cocktail notaddgreat,1
,,,,,,cocktail deelish,1.0,magnific cocktail,1
,,,,,,notaddoutsid notaddcocktail,1.0,cocktail upon,1
,,,,,,cocktail chick,1.0,bird cocktail,1
,,,,,,barrymor cocktail,1.0,cocktail horsey,1
,,,,,,cocktail heavi,1.0,squeez cocktail,1
,,,,,,diner cocktail,1.0,steffani cocktail,1
,,,,,,rellano cocktail,1.0,ingenu cocktail,1
,,,,,,european cocktail,1.0,bizarr cocktail,1
,,,,,,notaddcocktail price,1.0,vrbena cocktail,1
,,,,,,cocktail fur,1.0,ground cocktail,1
,,,,,,establish cocktail,1.0,cocktail ginorm,1
,,,,,,doctor cocktail,1.0,cocktail stun,1
,,,,,,cocktail put,1.0,cocktail margherita,1
,,,,,,deserv cocktail,1.0,massag cocktail,1
,,,,,,permit cocktail,1.0,cocktail greg,1
,,,,,,sippin cocktail,1.0,cocktail allerg,1
,,,,,,accommod cocktail,1.0,cheap cocktail,1
,,,,,,notaddcocktail one,1.0,antipasto cocktail,1
,,,,,,rich cocktail,1.0,upscal cocktail,1
,,,,,,twist cocktail,1.0,cocktail bet,1
,,,,,,cocktail nacho,1.0,cocktail cute,1
,,,,,,cocktail item,1.0,notaddcocktail decor,1
,,,,,,cocktail mole,1.0,cocktail lump,1
,,,,,,cocktail oxygen,1.0,notaddm notaddcocktail,1
,,,,,,cocktail bf,1.0,cocktail spoon,1
,,,,,,cocktail bubbl,1.0,cocktail espresso,1
,,,,,,belong cocktail,1.0,cocktail purist,1
,,,,,,cocktail aka,1.0,spark cocktail,1
,,,,,,dahl cocktail,1.0,corner cocktail,1
,,,,,,accept cocktail,1.0,cocktail bruce,1
,,,,,,cocktail gent,1.0,tuileri cocktail,1
,,,,,,gent cocktail,1.0,cocktail notaddwhil,1
,,,,,,upsid cocktail,1.0,meet cocktail,1
,,,,,,cocktail tvs,1.0,sessi cocktail,1
,,,,,,cocktail oak,1.0,clad cocktail,1
,,,,,,cocktail divin,1.0,mellow cocktail,1
,,,,,,notaddcocktail half,1.0,plump cocktail,1
,,,,,,cocktail nonsmok,1.0,cocktail concern,1
,,,,,,notaddcocktail notaddanywher,1.0,cocktail forgiv,1
,,,,,,cocktail accompani,1.0,notaddverbena notaddcocktail,1
,,,,,,cocktail lollipop,1.0,much cocktail,1
,,,,,,cocktail garnet,1.0,cocktail connoisseur,1
,,,,,,thing cocktail,1.0,notaddartisan notaddcocktail,1
,,,,,,bun cocktail,1.0,notaddcocktail notaddmad,1
,,,,,,cocktail sacrific,1.0,cocktail lynchini,1
,,,,,,cocktail mixolog,1.0,cocktail tajin,1
,,,,,,cocktail penicillin,1.0,cocktail spend,1
,,,,,,window cocktail,1.0,par cocktail,1
,,,,,,notaddgreat notaddcocktail,1.0,cocktail truth,1
,,,,,,notaddcocktail everi,1.0,truth cocktail,1
,,,,,,construct cocktail,1.0,cocktail mario,1
,,,,,,cocktail major,1.0,grand cocktail,1
,,,,,,dumpl cocktail,1.0,notaddt cocktail,1
,,,,,,home cocktail,1.0,nicer cocktail,1
,,,,,,invent cocktail,1.0,journé cocktail,1
,,,,,,cocktail strang,1.0,stuffi cocktail,1
,,,,,,gibson notaddcocktail,1.0,cocktail chandeli,1
,,,,,,notaddcocktail notaddonion,1.0,diner cocktail,1
,,,,,,mad cocktail,1.0,effort cocktail,1
,,,,,,person cocktail,1.0,cocktail maneuv,1
,,,,,,bell cocktail,1.0,rice cocktail,1
,,,,,,margaurit cocktail,1.0,cocktail le,1
,,,,,,stool cocktail,1.0,gastronomi cocktail,1
,,,,,,cocktail singl,1.0,cocktail level,1
,,,,,,notaddcocktail us,1.0,cocktail appear,1
,,,,,,gum cocktail,1.0,cinnamon cocktail,1
,,,,,,notaddcocktail notaddyou,1.0,cocktail slight,1
,,,,,,cocktail rose,1.0,midnight cocktail,1
,,,,,,moana cocktail,1.0,notaddcocktail notaddfrom,1
,,,,,,cocktail mimosa,1.0,notaddrecommend notaddcocktail,1
,,,,,,coutur cocktail,1.0,cocktail libertin,1
,,,,,,cocktail social,1.0,cocktail send,1
,,,,,,eggrol cocktail,1.0,cocktail thorough,1
,,,,,,cocktail weekend,1.0,cocktail notaddhungri,1
,,,,,,cocktail allow,1.0,deliv cocktail,1
,,,,,,cocktail sky,1.0,numb cocktail,1
,,,,,,ounc cocktail,1.0,stapl cocktail,1
,,,,,,cocktail golli,1.0,dragonfruit cocktail,1
,,,,,,clear cocktail,1.0,state cocktail,1
,,,,,,notaddorang notaddcocktail,1.0,cocktail classi,1
,,,,,,imbitt cocktail,1.0,brewi cocktaili,1
,,,,,,cocktail trinidad,1.0,cocktaili oh,1
,,,,,,cocktail woodsman,1.0,notaddextend notaddcocktail,1
,,,,,,cocktail privat,1.0,notaddcocktail notaddhour,1
,,,,,,namesak cocktail,1.0,cocktail edibl,1
,,,,,,cocktail shock,1.0,cocktail ahi,1
,,,,,,notaddmorn cocktail,1.0,cocktail noon,1
,,,,,,cocktail notaddpricey,1.0,hotel cocktail,1
,,,,,,esp cocktail,1.0,cocktail pm,1
,,,,,,couch cocktail,1.0,thought notaddcocktail,1
,,,,,,follow cocktail,1.0,notaddcocktail notaddcould,1
,,,,,,cocktail repeat,1.0,cocktail guarante,1
,,,,,,correspond cocktail,1.0,cocktail envelop,1
,,,,,,cocktail recip,1.0,guess cocktail,1
,,,,,,cocktail felt,1.0,notaddcocktail notaddtasti,1
,,,,,,upsel cocktail,1.0,notaddcocktail notaddlol,1
,,,,,,cocktail firesid,1.0,cocktail whichh,1
,,,,,,pearl cocktail,1.0,wall cocktail,1
,,,,,,cocktail hubbi,1.0,halloween cocktail,1
,,,,,,vs cocktail,1.0,schnozberri cocktail,1
,,,,,,cocktail waitstaff,1.0,cost cocktail,1
,,,,,,cocktail juici,1.0,cocktail chamomil,1
,,,,,,renov cocktail,1.0,cocktail everybodi,1
,,,,,,cocktail sweeten,1.0,verbina cocktail,1
,,,,,,honeycomb cocktail,1.0,cocktail hoover,1
,,,,,,notaddthat notaddcocktail,1.0,boba cocktail,1
,,,,,,cocktail upward,1.0,cocktail passionfruit,1
,,,,,,cocktail blue,1.0,passionfruit cocktail,1
,,,,,,notaddov cocktail,1.0,problem cocktail,1
,,,,,,moder cocktail,1.0,cosmopolitan cocktail,1
,,,,,,stormi cocktail,1.0,craftsman cocktail,1
,,,,,,afford cocktail,1.0,atrium cocktail,1
,,,,,,spring cocktail,1.0,notaddhous notaddcocktail,1
,,,,,,cocktail white,1.0,cocktail pre,1
,,,,,,cocktail summer,1.0,exquisit cocktail,1
,,,,,,cocktail underneath,1.0,notaddtasti notaddcocktail,1
,,,,,,cocktail prohibit,1.0,notaddcocktail dinner,1
,,,,,,elixir cocktail,1.0,wellington cocktail,1
,,,,,,karaag cocktail,1.0,comp cocktail,1
,,,,,,cocktail johnni,1.0,cocktail waygu,1
,,,,,,für cocktail,1.0,cocktail napoleon,1
,,,,,,cocktail klein,1.0,six cocktail,1
,,,,,,cocktail clever,1.0,jukebox cocktail,1
,,,,,,korean cocktail,1.0,highbrown cocktail,1
,,,,,,cocktail warm,1.0,cocktail charact,1
,,,,,,new cocktail,1.0,cocktail captur,1
,,,,,,cocktail mug,1.0,notaddbeauti notaddcocktail,1
,,,,,,cocktail promot,1.0,cocktail consensus,1
,,,,,,goblet cocktail,1.0,notaddcocktail notaddshould,1
,,,,,,cocktail whilst,1.0,improv cocktail,1
