cocktail1,cocktail1freq,cocktail2,cocktail2freq,cocktail3,cocktail3freq,cocktail4,cocktail4freq,cocktail5,cocktail5freq
cocktail hella,1.0,die cocktail,1.0,cocktail heaven,1.0,cocktail mezcal,2.0,cocktail stori,3
notaddcocktail hostess,1.0,cocktail al,1.0,hate cocktail,1.0,bottl cocktail,2.0,girl cocktail,3
parti cocktail,1.0,selben cocktail,1.0,cocktail locat,1.0,cocktail chili,2.0,sunset cocktail,3
cocktail avocado,1.0,cocktail mehrmal,1.0,unwind cocktail,1.0,cocktail mosey,2.0,exot cocktail,3
thick cocktail,1.0,valu cocktail,1.0,radish cocktail,1.0,cocktail punch,2.0,cold cocktail,3
cocktail extra,1.0,fri cocktail,1.0,cocktail coat,1.0,brought cocktail,2.0,cocktail birthday,3
cocktail crappi,1.0,cocktail plus,1.0,cocktail simpson,1.0,cocktail touch,2.0,cocktail comfort,3
tower cocktail,1.0,spong cocktail,1.0,cocktail beverag,1.0,cocktail patio,2.0,cocktail samba,3
birthday cocktail,1.0,cocktail surpris,1.0,cocktail watch,1.0,generous cocktail,2.0,buck cocktail,3
upscal cocktail,1.0,cocktail feel,1.0,cocktail notaddshrimp,1.0,cocktail knowledg,2.0,detail cocktail,3
afterward cocktail,1.0,cocktail cater,1.0,notaddshrimp notaddcocktail,1.0,six cocktail,2.0,chic cocktail,3
alic cocktail,1.0,cocktail condescend,1.0,notaddcocktail shrimp,1.0,wed cocktail,2.0,mari cocktail,3
cocktail item,1.0,notaddcocktail stick,1.0,increas cocktail,1.0,cocktail throughout,2.0,cocktail lemon,3
cocktail pay,1.0,cocktail woman,1.0,cocktail clear,1.0,forward cocktail,2.0,cocktail attent,3
per cocktail,1.0,notaddnam cocktail,1.0,notaddcocktail go,1.0,pink cocktail,2.0,normal cocktail,3
beer notaddcocktail,1.0,cocktail milk,1.0,cocktail subpar,1.0,comp cocktail,2.0,cocktail pack,3
cocktail kept,1.0,run cocktail,1.0,bubbl cocktail,1.0,overal cocktail,2.0,hope cocktail,3
cocktail reminisc,1.0,nitrogen cocktail,1.0,cocktail plate,1.0,worthwhil cocktail,2.0,cocktail may,3
deliv cocktail,1.0,mozart cocktail,1.0,detail cocktail,1.0,cocktail sushi,2.0,cocktail varieti,3
cocktail yes,1.0,cocktail purchas,1.0,notaddspeci notaddcocktail,1.0,class cocktail,2.0,sour cocktail,3
inquir cocktail,1.0,cocktail sugar,1.0,gum cocktail,1.0,bellini cocktail,2.0,cocktail mushroom,3
cocktail avail,1.0,nightclub cocktail,1.0,cocktail less,1.0,ginger cocktail,2.0,notaddani notaddcocktail,3
also cocktail,1.0,cocktail notaddtasti,1.0,host cocktail,1.0,cocktail skip,2.0,cocktail master,3
cocktail note,1.0,vida cocktail,1.0,put cocktail,1.0,bliss cocktail,2.0,pour cocktail,3
cocktail impati,1.0,cocktail tomato,1.0,cocktail ridicul,1.0,cocktail floor,2.0,notadd cocktail,3
excit cocktail,1.0,soupi cocktail,1.0,tapa cocktail,1.0,cocktail crazi,2.0,cocktail lyche,3
cocktail decor,1.0,cocktail miss,1.0,temperatur cocktail,1.0,cost cocktail,2.0,cocktail meet,3
cocktail pm,1.0,seafood cocktail,1.0,courteous cocktail,1.0,notaddcocktail definit,2.0,cocktail move,3
use cocktail,1.0,cocktail next,1.0,cocktail regain,1.0,cablecar cocktail,2.0,cocktail certain,3
cocktail purchas,1.0,ambianc cocktail,1.0,pepsi cocktail,1.0,cocktail addit,2.0,notaddcocktail notaddth,3
refresh cocktail,1.0,cocktail herb,1.0,affront cocktail,1.0,raspberri cocktail,2.0,spice cocktail,3
cocktail nope,1.0,overr cocktail,1.0,tweet cocktail,1.0,blueberri cocktail,2.0,die cocktail,3
cocktail help,1.0,open cocktail,1.0,cocktail tuna,1.0,balsam cocktail,2.0,cocktail negroni,3
cocktail equal,1.0,cocktail minti,1.0,notaddbad notaddcocktail,1.0,vibe cocktail,2.0,featur cocktail,3
egregi cocktail,1.0,cocktail happen,1.0,san cocktail,1.0,weekend cocktail,2.0,notaddgreat notaddcocktail,3
pay cocktail,1.0,cocktail almost,1.0,cocktail greet,1.0,mayb cocktail,2.0,cocktail danc,3
cocktail specif,1.0,cocktail notaddgreat,1.0,notaddoften cocktail,1.0,cocktail sort,2.0,notaddcocktail notaddthat,3
notaddcocktail notaddstick,1.0,notaddcocktail hexx,1.0,cocktail upsid,1.0,cocktail soju,2.0,cocktail stellar,3
stare cocktail,1.0,cocktail everyth,1.0,cocktail bf,1.0,vesper cocktail,2.0,chicken cocktail,3
fine cocktail,1.0,cocktail complet,1.0,cocktail fast,1.0,cocktail normal,2.0,cocktail said,3
notaddcocktail notaddwher,1.0,notaddcocktail notaddat,1.0,cocktail muddl,1.0,mari cocktail,2.0,cocktail bad,3
cocktail pork,1.0,peach cocktail,1.0,extra cocktail,1.0,nicest cocktail,2.0,cocktail la,3
cocktail unev,1.0,cocktail minus,1.0,cocktail score,1.0,morn cocktail,2.0,cocktail cultur,3
cocktail watermelon,1.0,cocktail combo,1.0,notaddcocktail notaddbecaus,1.0,cheap cocktail,2.0,thing cocktail,3
worth cocktail,1.0,cocktail neither,1.0,cocktail onion,1.0,cocktail hold,2.0,coffe cocktail,3
boil cocktail,1.0,imbid cocktail,1.0,notadddinn notaddcocktail,1.0,sazerac cocktail,2.0,car cocktail,3
cocktail size,1.0,along cocktail,1.0,notaddcocktail upon,1.0,cocktail bouncer,2.0,accompani cocktail,3
notaddcocktail notaddbar,1.0,cocktail apiec,1.0,cocktail fruiti,1.0,chang cocktail,2.0,wing cocktail,3
cocktail go,1.0,show cocktail,1.0,job cocktail,1.0,cocktail whatev,2.0,fill cocktail,3
cocktail unless,1.0,cocktail yes,1.0,deal cocktail,1.0,notaddanoth notaddcocktail,2.0,cocktail casino,3
novel cocktail,1.0,cocktail weak,1.0,vitamin cocktail,1.0,ale cocktail,2.0,eleg cocktail,3
cocktail new,1.0,tropic cocktail,1.0,cocktail upstair,1.0,oz cocktail,2.0,cocktail sweeter,3
notic cocktail,1.0,cocktail earn,1.0,negroni cocktail,1.0,pig cocktail,2.0,sweeter cocktail,3
cocktail promin,1.0,cocktail notaddfood,1.0,cocktail decor,1.0,cocktail hard,2.0,cocktail crawl,3
cocktail meal,1.0,mcfadden cocktail,1.0,bare cocktail,1.0,definit cocktail,2.0,cocktail killer,3
cocktail chang,1.0,notaddbad cocktail,1.0,bomb cocktail,1.0,cocktail french,2.0,penni cocktail,3
smallest cocktail,1.0,cocktail quaisadia,1.0,cocktail bubbl,1.0,cocktail champagn,2.0,cocktail rest,3
mention cocktail,1.0,cocktail michelin,1.0,lazi cocktail,1.0,cocktail four,2.0,cocktail http,3
notaddment cocktail,1.0,notaddvari notaddcocktail,1.0,notadddeclin notaddcocktail,1.0,smoothi cocktail,2.0,pure cocktail,3
notaddspeci notaddcocktail,1.0,cocktail overpr,1.0,notaddcocktail notaddiniti,1.0,room cocktail,2.0,cocktail ton,3
piec cocktail,1.0,around cocktail,1.0,surpris cocktail,1.0,afternoon cocktail,2.0,cocktail expect,3
fam cocktail,1.0,cocktail buck,1.0,complic cocktail,1.0,breez cocktail,2.0,cocktail world,3
mezcal cocktail,1.0,cocktail bizz,1.0,cocktail notaddmilkshak,1.0,everyth cocktail,2.0,pictur cocktail,3
cocktail intens,1.0,cocktail bought,1.0,cocktail entr,1.0,cocktail thank,2.0,cocktail enthusiast,3
notadddaili notaddcocktail,1.0,review notaddcocktail,1.0,has cocktail,1.0,bring cocktail,2.0,cocktail notaddstrong,3
notaddcocktail notaddwa,1.0,notaddcocktail review,1.0,realiz cocktail,1.0,serv notaddcocktail,2.0,put cocktail,3
next cocktail,1.0,cocktail brown,1.0,boast cocktail,1.0,cocktail beverag,2.0,cocktail bargain,3
cocktail mixto,1.0,cocktail sixteen,1.0,cocktail yeah,1.0,cocktail later,2.0,shot cocktail,3
power cocktail,1.0,cocktail elvi,1.0,girlfriend cocktail,1.0,cocktail chill,2.0,cute cocktail,3
block cocktail,1.0,cocktail doubt,1.0,cocktail girlfriend,1.0,somewher cocktail,2.0,cocktail terrif,3
forev cocktail,1.0,classi cocktail,1.0,babi cocktail,1.0,minimum cocktail,2.0,cocktail complaint,3
celebratori cocktail,1.0,decid cocktail,1.0,wife cocktail,1.0,yes cocktail,2.0,balsam cocktail,3
follow cocktail,1.0,cocktail yet,1.0,cocktail freshest,1.0,refin cocktail,2.0,notaddcocktail notaddbefor,3
complet cocktail,1.0,cruis cocktail,1.0,cocktail outdoor,1.0,separ cocktail,2.0,describ cocktail,3
leav cocktail,1.0,cocktail wannab,1.0,stuff cocktail,1.0,either cocktail,2.0,cocktail sampl,3
cocktail hh,1.0,cider cocktail,1.0,ass cocktail,1.0,spirit cocktail,2.0,club cocktail,3
cocktail crowd,1.0,cocktail reward,1.0,cocktail suggest,1.0,notaddfew notaddcocktail,2.0,cocktail season,3
cocktail declin,1.0,various cocktail,1.0,notaddgam cocktail,1.0,carpaccio cocktail,2.0,cocktail hipster,3
cocktail sever,1.0,cocktail oh,1.0,cocktail grey,1.0,mediocr cocktail,2.0,light cocktail,3
cocktail dishearten,1.0,metal cocktail,1.0,infus cocktail,1.0,cocktail basic,2.0,cocktail blue,3
mayb cocktail,1.0,ruin cocktail,1.0,hotel cocktail,1.0,mocktail cocktail,2.0,cocktail put,3
cocktail view,1.0,notaddcocktail extens,1.0,crunch cocktail,1.0,staff cocktail,2.0,cocktail snob,3
nor cocktail,1.0,tear cocktail,1.0,notaddfavorit notaddcocktail,1.0,cocktail okay,2.0,mean cocktail,3
cocktail ca,1.0,dish cocktail,1.0,alreadi cocktail,1.0,cocktail bourbon,2.0,notaddcocktail notaddlik,3
notaddnight cocktail,1.0,cocktail wast,1.0,mess cocktail,1.0,cocktail berri,2.0,cocktail coupon,3
notaddcocktail notaddbuy,1.0,notaddcocktail show,1.0,cocktail stronger,1.0,liquor cocktail,2.0,design cocktail,3
cocktail place,1.0,cocktail star,1.0,cocktail fact,1.0,weird cocktail,2.0,cocktail expert,3
cocktail aint,1.0,rate cocktail,1.0,notaddcurr notaddcocktail,1.0,see cocktail,2.0,cocktail soda,3
rude cocktail,1.0,sampl cocktail,1.0,last cocktail,1.0,cocktail crowd,2.0,eve cocktail,3
extens cocktail,1.0,notaddrel cocktail,1.0,cocktail syrupi,1.0,cocktail cost,2.0,notaddcocktail notaddthey,3
wrong cocktail,1.0,cocktail apolog,1.0,cocktail fantast,1.0,cocktail pass,2.0,second cocktail,3
cocktail ginger,1.0,notaddcocktail notadduntil,1.0,gir cocktail,1.0,cocktail la,2.0,satisfi cocktail,3
cocktail talk,1.0,cocktail cucumb,1.0,cocktail none,1.0,guacamol cocktail,2.0,notaddfre notaddcocktail,3
walk cocktail,1.0,exot cocktail,1.0,cocktail thursday,1.0,cocktail real,2.0,super cocktail,3
cocktail lobbi,1.0,cocktail cours,1.0,notaddcocktail notaddthi,1.0,sidecar cocktail,2.0,cocktail rich,3
notaddyour notaddcocktail,1.0,famous cocktail,1.0,cocktail outstand,1.0,cocktail outdoor,2.0,cocktail buck,3
addit cocktail,1.0,cocktail notaddth,1.0,airport cocktail,1.0,annoy cocktail,2.0,cocktail event,3
cocktail celebr,1.0,cocktail bread,1.0,cocktail sugari,1.0,girl cocktail,2.0,cocktail ruin,3
buck cocktail,1.0,cocktail malibu,1.0,cocktail room,1.0,cocktail otherwis,2.0,cocktail prefer,3
cocktail catch,1.0,cabernet cocktail,1.0,random cocktail,1.0,legit cocktail,2.0,cocktail prior,3
restaur cocktail,1.0,perfect cocktail,1.0,cocktail equip,1.0,sunset cocktail,2.0,cocktail notaddb,3
cocktail simpli,1.0,spot cocktail,1.0,notaddclub cocktail,1.0,saw cocktail,2.0,question cocktail,3
notaddcocktail take,1.0,give cocktail,1.0,cocktail gambl,1.0,cocktail final,2.0,cocktail lover,3
cocktail craft,1.0,salad cocktail,1.0,cocktail poke,1.0,cocktail mango,2.0,sexi cocktail,3
cocktail serious,1.0,chose cocktail,1.0,odd cocktail,1.0,cocktail next,2.0,cocktail sip,3
innov cocktail,1.0,notaddtrap cocktail,1.0,cocktail cant,1.0,cocktail anyth,2.0,cocktail felt,3
entertain cocktail,1.0,expens cocktail,1.0,notaddown notaddcocktail,1.0,especi cocktail,2.0,cocktail particular,3
cocktail definit,1.0,balanc cocktail,1.0,notaddcocktail notaddoff,1.0,cocktail blackberri,2.0,cocktail man,3
cocktail establish,1.0,burger cocktail,1.0,cocktail pregnant,1.0,cocktail swanki,2.0,cocktail free,3
cocktail notaddi,1.0,notaddwaitress cocktail,1.0,cocktail notaddspeci,1.0,cocktail zombi,2.0,notadd notaddcocktail,3
notaddfirst notaddcocktail,1.0,cocktail notaddserv,1.0,perfect cocktail,1.0,cocktail cherri,2.0,bomb cocktail,3
notaddcocktail notaddb,1.0,cocktail nether,1.0,cocktail guacamol,1.0,cocktail dream,2.0,forward cocktail,3
order notaddcocktail,1.0,cocktail ether,1.0,cocktail briefli,1.0,mine cocktail,2.0,rate cocktail,3
notaddcocktail notaddbut,1.0,similar cocktail,1.0,talk cocktail,1.0,cocktail tend,2.0,cocktail funni,3
cocktail lettuc,1.0,cocktail mixolog,1.0,cocktail slight,1.0,cocktail stuck,2.0,cocktail area,3
buffet cocktail,1.0,charg cocktail,1.0,hibiscus cocktail,1.0,crush cocktail,2.0,cocktail slip,3
see cocktail,1.0,cocktail slap,1.0,doubl cocktail,1.0,poolsid cocktail,2.0,cocktail cherri,3
comp cocktail,1.0,cocktail spici,1.0,cocktail spinach,1.0,stand cocktail,2.0,cocktail creami,3
ranch cocktail,1.0,notaddcocktail waiter,1.0,sort cocktail,1.0,cocktail enthusiast,2.0,potato cocktail,3
cocktail prohibit,1.0,morn cocktail,1.0,cocktail cultur,1.0,cocktail pricier,2.0,cocktail gin,3
prohibit cocktail,1.0,cocktail nurs,1.0,someth cocktail,1.0,certain cocktail,2.0,cocktail attir,3
cocktail sidecar,1.0,smoke cocktail,1.0,batch cocktail,1.0,prompt cocktail,2.0,highlight cocktail,3
lobster cocktail,1.0,cocktail elixir,1.0,day cocktail,1.0,cocktail bathroom,2.0,cocktail interact,3
cocktail awesom,1.0,particular cocktail,1.0,cocktail town,1.0,cocktail area,2.0,cocktail set,3
forget cocktail,1.0,cocktail mac,1.0,cocktail spark,1.0,cocktail natur,2.0,cocktail feel,3
refere cocktail,1.0,watch cocktail,1.0,cocktail chill,1.0,cocktail yas,2.0,cocktail almost,3
notaddcocktail server,1.0,cocktail leav,1.0,cocktail cold,1.0,mood cocktail,2.0,shorti cocktail,3
would cocktail,1.0,cocktail painkil,1.0,typic cocktail,1.0,cocktail spring,2.0,gave cocktail,3
cocktail waitre,1.0,doubl cocktail,1.0,cocktail vegan,1.0,cocktail minus,2.0,crush cocktail,3
cocktail santa,1.0,cocktail mutter,1.0,custom cocktail,1.0,cocktail voucher,2.0,cocktail qualiti,3
pretti cocktail,1.0,enorm cocktail,1.0,cocktail regardless,1.0,terrif cocktail,2.0,cocktail import,3
cruis cocktail,1.0,cocktail heard,1.0,cocktail gee,1.0,cocktail cold,2.0,cocktail greet,3
cocktail seen,1.0,cocktail knew,1.0,liter cocktail,1.0,notaddcocktail strong,2.0,cocktail sorri,3
rum cocktail,1.0,finger cocktail,1.0,stuf cocktail,1.0,candi cocktail,2.0,averag cocktail,3
rest cocktail,1.0,cocktail full,1.0,cocktail espresso,1.0,cocktail move,2.0,cocktail tini,3
cocktail seper,1.0,cocktail cover,1.0,cocktail atmospher,1.0,cocktail superb,2.0,afford cocktail,3
cocktail awhil,1.0,estim cocktail,1.0,cocktail chart,1.0,cocktail old,2.0,cocktail yes,3
cocktail casino,1.0,stiff cocktail,1.0,cocktail bever,1.0,sampl cocktail,2.0,coolest cocktail,3
pregam cocktail,1.0,cocktail content,1.0,get notaddcocktail,1.0,warm cocktail,2.0,cocktail draft,3
cocktail appetit,1.0,cocktail lobster,1.0,notaddcocktail escargot,1.0,cocktail fri,2.0,cocktail thought,3
notadddrink cocktail,1.0,notaddof notaddcocktail,1.0,cocktail yet,1.0,cocktail split,2.0,cocktail mention,3
empti cocktail,1.0,notaddcocktail notaddeith,1.0,cocktail mixologist,1.0,along cocktail,2.0,finish cocktail,3
notaddshrimp notaddcocktail,1.0,prestig cocktail,1.0,notaddcocktail notaddwhich,1.0,inform cocktail,2.0,decad cocktail,3
notaddcocktail told,1.0,notaddto notaddcocktail,1.0,focus cocktail,1.0,belveder cocktail,2.0,cocktail cant,3
cocktail spoil,1.0,notaddcocktail shop,1.0,cocktail joint,1.0,notaddcocktail also,2.0,size cocktail,3
inconveni cocktail,1.0,cocktail peach,1.0,descent cocktail,1.0,steak cocktail,2.0,away cocktail,3
cocktail futur,1.0,celebratori cocktail,1.0,perhap cocktail,1.0,downstair cocktail,2.0,raspberri cocktail,3
coupon cocktail,1.0,cocktail hand,1.0,cocktail part,1.0,cocktail giant,2.0,cocktail imagin,3
cocktail disclaim,1.0,cocktail serious,1.0,salad cocktail,1.0,cocktail sad,2.0,true cocktail,3
cocktail dollar,1.0,cognac cocktail,1.0,cocktail unicorn,1.0,cocktail notaddstrong,2.0,notaddcocktail great,3
cocktail blackberri,1.0,cocktail unhappi,1.0,unbeliev cocktail,1.0,cocktail birthday,2.0,dine cocktail,3
waiter cocktail,1.0,notaddwin cocktail,1.0,cocktail alright,1.0,cocktail chose,2.0,mood cocktail,3
cocktail recept,1.0,cocktail notaddmenu,1.0,societi cocktail,1.0,fremont cocktail,2.0,cocktail taco,3
tini cocktail,1.0,cocktail whatev,1.0,oz cocktail,1.0,cocktail hot,2.0,entertain cocktail,3
entré cocktail,1.0,cocktail db,1.0,cocktail various,1.0,surpris cocktail,2.0,find cocktail,3
notadddollar notaddcocktail,1.0,zzzzzzz cocktail,1.0,cocktail bail,1.0,cocktail cranberri,2.0,cocktail return,3
notaddcocktail spoke,1.0,use cocktail,1.0,cocktail mosey,1.0,fan cocktail,2.0,spend cocktail,3
cours cocktail,1.0,neither cocktail,1.0,far cocktail,1.0,notaddher cocktail,2.0,cocktail forgot,3
cocktail love,1.0,cocktail machin,1.0,rather cocktail,1.0,ambienc cocktail,2.0,cocktail buffalo,3
notaddcocktail notaddcal,1.0,cocktail normal,1.0,cocktail sorri,1.0,boy cocktail,2.0,legit cocktail,3
seat cocktail,1.0,notaddthan notaddcocktail,1.0,cocktail popular,1.0,hibiscus cocktail,2.0,notaddchampagn notaddcocktail,3
room cocktail,1.0,notaddcocktail notaddto,1.0,cocktail mind,1.0,discount cocktail,2.0,cocktail joint,3
temp cocktail,1.0,cocktail choos,1.0,girl cocktail,1.0,cocktail deal,2.0,way cocktail,3
cocktail notaddtast,1.0,cocktail hit,1.0,cocktail notaddfan,1.0,set cocktail,2.0,whiski cocktail,3
cocktail voucher,1.0,pleas cocktail,1.0,cocktail fiasco,1.0,cocktail phenomen,2.0,cocktail talk,3
spin cocktail,1.0,mignonett cocktail,1.0,cocktail notaddi,1.0,casual cocktail,2.0,cocktail notaddbad,3
cocktail notaddbig,1.0,paloma cocktail,1.0,cocktail day,1.0,dark cocktail,2.0,cocktail never,3
notaddcocktail final,1.0,prompt cocktail,1.0,mediocr cocktail,1.0,cocktail interact,2.0,cocktail st,3
cocktail dri,1.0,cocktail none,1.0,locat cocktail,1.0,cocktail starter,2.0,item cocktail,3
sit cocktail,1.0,sunburn cocktail,1.0,cocktail import,1.0,write cocktail,2.0,morn cocktail,3
base cocktail,1.0,notadddec notaddcocktail,1.0,reserv cocktail,1.0,notaddthi notaddcocktail,2.0,full cocktail,3
cocktail high,1.0,notaddcocktail sound,1.0,cocktail rather,1.0,notaddmi notaddcocktail,2.0,simpl cocktail,3
draft cocktail,1.0,cocktail showmanship,1.0,cocktail bouchon,1.0,cocktail pillow,2.0,flight cocktail,3
cocktail instead,1.0,cocktail memor,1.0,cowork cocktail,1.0,cocktail told,2.0,desert cocktail,3
notaddcocktail notaddhour,1.0,salt cocktail,1.0,notaddgin notaddcocktail,1.0,classi cocktail,2.0,though cocktail,3
serious cocktail,1.0,cocktail salad,1.0,notaddcocktail notaddgo,1.0,cocktail notaddsweet,2.0,finest cocktail,3
dream cocktail,1.0,short cocktail,1.0,cocktail weather,1.0,complic cocktail,2.0,cocktail heaven,3
cocktail hag,1.0,notaddcocktail hostess,1.0,cocktail garbag,1.0,meant cocktail,2.0,fact cocktail,3
notaddoth notaddcocktail,1.0,cocktail patio,1.0,barend notaddcocktail,1.0,cocktail joint,2.0,cocktail tomato,3
cocktail wave,1.0,sunday cocktail,1.0,cocktail insert,1.0,cocktail drive,2.0,neat cocktail,3
cocktail refil,1.0,cocktail dish,1.0,cocktail balanc,1.0,cocktail talk,2.0,cocktail sometim,3
replac cocktail,1.0,yet cocktail,1.0,bill cocktail,1.0,read cocktail,2.0,mad cocktail,3
afternoon cocktail,1.0,portion cocktail,1.0,notaddrememb notaddcocktail,1.0,scene cocktail,2.0,cocktail stop,3
cocktail mid,1.0,spill cocktail,1.0,notaddcocktail could,1.0,locat cocktail,2.0,intrigu cocktail,3
explain cocktail,1.0,cocktail elsewher,1.0,wing cocktail,1.0,mimosa cocktail,2.0,amount cocktail,3
cocktail contain,1.0,alarm cocktail,1.0,cocktail consider,1.0,cocktail game,2.0,cocktail lime,3
,,cocktail mezcal,1.0,cocktail budda,1.0,cocktail shout,2.0,whip cocktail,3
,,cocktail think,1.0,palm cocktail,1.0,cocktail advis,2.0,cocktail present,3
,,word cocktail,1.0,hipster cocktail,1.0,notaddcocktail notaddin,2.0,painkil cocktail,3
,,cocktail stretch,1.0,cocktail fluke,1.0,cocktail sugar,2.0,cocktail crazi,3
,,slut cocktail,1.0,featur cocktail,1.0,notaddtheir notaddcocktail,2.0,littl cocktail,3
,,blown cocktail,1.0,cocktail vineyard,1.0,moonshin cocktail,2.0,notaddcocktail would,3
,,cocktail extra,1.0,notaddcocktail notaddand,1.0,mom cocktail,2.0,cocktail signatur,3
,,notaddhour notaddcocktail,1.0,damn cocktail,1.0,notaddgin notaddcocktail,2.0,retro cocktail,3
,,notaddcocktail two,1.0,cocktail shift,1.0,cocktail creme,2.0,cocktail second,3
,,glove cocktail,1.0,cocktail review,1.0,pair cocktail,2.0,cocktail hubbi,3
,,cocktail either,1.0,term cocktail,1.0,cocktail stand,2.0,cocktail modern,3
,,cocktail smoke,1.0,cocktail rang,1.0,hold cocktail,2.0,notaddgood notaddcocktail,3
,,cocktail outsid,1.0,notaddclash cocktail,1.0,cocktail incred,2.0,notaddcocktail notaddyou,3
,,taquito cocktail,1.0,fact cocktail,1.0,citi cocktail,2.0,cocktail flower,3
,,cocktail mobil,1.0,cocktail high,1.0,cocktail follow,2.0,pay cocktail,3
,,voucher cocktail,1.0,notaddcocktail call,1.0,cocktail banana,2.0,notaddspeci notaddcocktail,3
,,cocktail friendli,1.0,cocktail juggl,1.0,cocktail share,2.0,cocktail ambianc,3
,,marinara cocktail,1.0,definit cocktail,1.0,get notaddcocktail,2.0,nyc cocktail,3
,,identif cocktail,1.0,cocktail game,1.0,skyy cocktail,2.0,holiday cocktail,3
,,cocktail orang,1.0,cocktail sinc,1.0,cocktail combin,2.0,ass cocktail,3
,,fill cocktail,1.0,understand cocktail,1.0,cocktail complet,2.0,cocktail help,3
,,suggest cocktail,1.0,cocktail oyster,1.0,extra cocktail,2.0,glamor cocktail,3
,,cocktail suggest,1.0,although cocktail,1.0,hh cocktail,2.0,big cocktail,3
,,cocktail barrymor,1.0,cocktail insid,1.0,nacho cocktail,2.0,cocktail trip,3
,,cocktail guacamol,1.0,notaddbar cocktail,1.0,accompani cocktail,2.0,manhattan cocktail,3
,,id cocktail,1.0,cocktail hamachi,1.0,rave cocktail,2.0,level cocktail,3
,,manhattan cocktail,1.0,anytim cocktail,1.0,cocktail descript,2.0,cocktail knew,3
